filename,modulation,scenario,snr_level,phase_noise,iq_imbalance,jamming,amplitude_dist,path
4-ASK_PhaseNoiseOnly_33.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_33.png
4-ASK_Mixed_High_54.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_54.png
4-ASK_JammingOnly_15.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_15.png
4-ASK_PhaseNoiseOnly_32.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_32.png
4-ASK_Mixed_Medium_13.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_13.png
4-ASK_Mixed_High_23.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_23.png
4-ASK_Clean_11.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_11.png
4-ASK_Mixed_High_52.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_52.png
4-ASK_Clean_6.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_6.png
4-ASK_PhaseNoiseOnly_28.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_28.png
4-ASK_JammingOnly_56.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_56.png
4-ASK_Mixed_High_56.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_56.png
4-ASK_JammingOnly_7.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_7.png
4-ASK_Mixed_Medium_50.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_50.png
4-ASK_Mixed_Medium_44.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_44.png
4-ASK_Clean_28.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_28.png
4-ASK_Mixed_Medium_22.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_22.png
4-ASK_IQImbalanceOnly_40.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_40.png
4-ASK_Mixed_High_48.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_48.png
4-ASK_Mixed_High_1.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_1.png
4-ASK_Mixed_High_36.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_36.png
4-ASK_IQImbalanceOnly_15.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_15.png
4-ASK_PhaseNoiseOnly_51.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_51.png
4-ASK_Mixed_Medium_10.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_10.png
4-ASK_PhaseNoiseOnly_11.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_11.png
4-ASK_Mixed_Medium_27.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_27.png
4-ASK_Clean_39.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_39.png
4-ASK_Mixed_Medium_51.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_51.png
4-ASK_Clean_24.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_24.png
4-ASK_PhaseNoiseOnly_57.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_57.png
4-ASK_PhaseNoiseOnly_15.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_15.png
4-ASK_IQImbalanceOnly_20.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_20.png
4-ASK_PhaseNoiseOnly_42.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_42.png
4-ASK_PhaseNoiseOnly_8.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_8.png
4-ASK_Mixed_Medium_2.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_2.png
4-ASK_Mixed_Medium_15.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_15.png
4-ASK_IQImbalanceOnly_14.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_14.png
4-ASK_PhaseNoiseOnly_18.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_18.png
4-ASK_Mixed_Medium_26.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_26.png
4-ASK_Clean_26.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_26.png
4-ASK_Mixed_Medium_3.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_3.png
4-ASK_Mixed_Medium_52.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_52.png
4-ASK_Clean_59.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_59.png
4-ASK_Mixed_Medium_57.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_57.png
4-ASK_Clean_34.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_34.png
4-ASK_Clean_2.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_2.png
4-ASK_Mixed_High_33.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_33.png
4-ASK_IQImbalanceOnly_49.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_49.png
4-ASK_JammingOnly_9.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_9.png
4-ASK_Mixed_High_35.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_35.png
4-ASK_Mixed_Medium_49.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_49.png
4-ASK_JammingOnly_1.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_1.png
4-ASK_Clean_53.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_53.png
4-ASK_Mixed_Medium_54.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_54.png
4-ASK_IQImbalanceOnly_0.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_0.png
4-ASK_Clean_52.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_52.png
4-ASK_Mixed_High_58.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_58.png
4-ASK_Mixed_Medium_12.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_12.png
4-ASK_IQImbalanceOnly_54.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_54.png
4-ASK_Mixed_Medium_7.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_7.png
4-ASK_Clean_45.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_45.png
4-ASK_Clean_58.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_58.png
4-ASK_Mixed_High_43.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_43.png
4-ASK_Mixed_Medium_32.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_32.png
4-ASK_JammingOnly_37.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_37.png
4-ASK_JammingOnly_39.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_39.png
4-ASK_Mixed_Medium_0.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_0.png
4-ASK_JammingOnly_19.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_19.png
4-ASK_PhaseNoiseOnly_53.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_53.png
4-ASK_PhaseNoiseOnly_14.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_14.png
4-ASK_Clean_1.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_1.png
4-ASK_Mixed_Medium_33.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_33.png
4-ASK_Clean_55.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_55.png
4-ASK_Mixed_Medium_21.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_21.png
4-ASK_JammingOnly_28.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_28.png
4-ASK_JammingOnly_8.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_8.png
4-ASK_JammingOnly_16.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_16.png
4-ASK_Mixed_Medium_16.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_16.png
4-ASK_Mixed_High_38.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_38.png
4-ASK_Mixed_High_40.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_40.png
4-ASK_IQImbalanceOnly_46.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_46.png
4-ASK_JammingOnly_3.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_3.png
4-ASK_JammingOnly_43.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_43.png
4-ASK_Clean_57.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_57.png
4-ASK_IQImbalanceOnly_21.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_21.png
4-ASK_Mixed_Medium_18.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_18.png
4-ASK_Mixed_Medium_25.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_25.png
4-ASK_IQImbalanceOnly_51.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_51.png
4-ASK_Mixed_Medium_37.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_37.png
4-ASK_Mixed_High_15.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_15.png
4-ASK_PhaseNoiseOnly_23.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_23.png
4-ASK_JammingOnly_57.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_57.png
4-ASK_Clean_32.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_32.png
4-ASK_Mixed_High_49.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_49.png
4-ASK_Mixed_Medium_36.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_36.png
4-ASK_Mixed_High_24.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_24.png
4-ASK_Mixed_Medium_38.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_38.png
4-ASK_Clean_49.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_49.png
4-ASK_IQImbalanceOnly_18.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_18.png
4-ASK_IQImbalanceOnly_43.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_43.png
4-ASK_Mixed_High_5.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_5.png
4-ASK_Clean_0.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_0.png
4-ASK_PhaseNoiseOnly_12.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_12.png
4-ASK_IQImbalanceOnly_23.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_23.png
4-ASK_Clean_13.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_13.png
4-ASK_JammingOnly_11.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_11.png
4-ASK_JammingOnly_47.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_47.png
4-ASK_Mixed_Medium_43.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_43.png
4-ASK_PhaseNoiseOnly_7.png,4-ASK,PhaseNoiseOnly,Medium,1,0,0,0,4-ASK/4-ASK_PhaseNoiseOnly_7.png
4-ASK_Clean_56.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_56.png
4-ASK_Mixed_High_22.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_22.png
4-ASK_Clean_30.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_30.png
4-ASK_Mixed_High_9.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_9.png
4-ASK_Mixed_Medium_35.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_35.png
4-ASK_Mixed_Medium_30.png,4-ASK,Mixed_Medium,Medium,1,1,0,0,4-ASK/4-ASK_Mixed_Medium_30.png
4-ASK_JammingOnly_2.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_2.png
4-ASK_IQImbalanceOnly_11.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_11.png
4-ASK_Clean_54.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_54.png
4-ASK_Clean_42.png,4-ASK,Clean,High,0,0,0,0,4-ASK/4-ASK_Clean_42.png
4-ASK_IQImbalanceOnly_41.png,4-ASK,IQImbalanceOnly,Medium,0,1,0,0,4-ASK/4-ASK_IQImbalanceOnly_41.png
4-ASK_Mixed_High_45.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_45.png
4-ASK_Mixed_High_57.png,4-ASK,Mixed_High,High,1,1,1,1,4-ASK/4-ASK_Mixed_High_57.png
4-ASK_JammingOnly_45.png,4-ASK,JammingOnly,Medium,0,0,1,0,4-ASK/4-ASK_JammingOnly_45.png
